DATE;TIME;10LBA96CP901§§XQ01;10LBA96CP001§§XQ01;10LBA96CP003§§XQ01;10LBA96CP901§XQ01§CF;10LBA96CP001§XQ01§CF;10LBA96CP901§XQ01§TRBL_AL;10LBA96CP901§XQ01§Q_AL1;10LBA96CP901§XQ01§Q_AL2;10LBA96CP003§XQ01§CF;
04.01.2023;09:00:00,000;0,060934;0,060934;0,034102;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;09:30:00,000;0,050614;0,050614;0,014395;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;10:00:00,000;0,036350;0,036350;0,0079572;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;10:30:00,000;0,045241;0,045241;0,018229;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;11:00:00,000;0,041835;0,041835;0,0074749;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;11:30:00,000;0,047080;0,047080;0,018567;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;12:00:00,000;0,048081;0,048081;0,020513;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;12:30:00,000;0,039858;0,039858;0,014416;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;13:00:00,000;0,019250;0,019250;-0,017361;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;13:30:00,000;0,0016276;0,0016276;-0,025861;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;14:00:00,000;0,0050998;0,0050998;-0,023103;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;14:30:00,000;0,0031996;0,0031996;-0,023510;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;15:00:00,000;0,0047321;0,0047321;-0,022907;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;15:30:00,000;0,0076859;0,0076859;-0,021288;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;16:00:00,000;0,013503;0,013503;-0,014003;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;16:30:00,000;0,011454;0,011454;-0,015734;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;17:00:00,000;0,015046;0,015046;-0,016336;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;17:30:00,000;0,0094039;0,0094039;-0,018868;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;18:00:00,000;0,0090422;0,0090422;-0,019314;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;18:30:00,000;0,0056062;0,0056062;-0,021014;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;19:00:00,000;0,0046618;0,0046618;-0,023045;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;19:30:00,000;0,0047020;0,0047020;-0,022515;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;20:00:00,000;0,0031346;0,0031346;-0,021882;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;20:30:00,000;0,0035717;0,0035717;-0,023691;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;21:00:00,000;0,0049552;0,0049552;-0,023711;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;21:30:00,000;0,0028935;0,0028935;-0,023510;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;22:00:00,000;0,0040992;0,0040992;-0,022890;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;22:30:00,000;0,0052244;0,0052244;-0,021856;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
04.01.2023;23:00:00,000;0,0057629;0,0057629;-0,021123;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;
