DATE;TIME;10MAC11CP002§§XQ01;10MAC11CP003§§XQ01;10MAC11CP001§§XQ01;10MAC11CP001§XQ01§CF;10MAC11CP002§XQ01§CF;10MAC11CP003§XQ01§CF;
05.01.2023;12:00:00,000;0,42931;0,40241;0,40074;0,00000000;0,00000000;0,00000000;
05.01.2023;12:30:00,000;0,42828;0,40168;0,39960;0,00000000;0,00000000;0,00000000;
05.01.2023;13:00:00,000;0,42910;0,40255;0,39990;0,00000000;0,00000000;0,00000000;
05.01.2023;13:30:00,000;0,42939;0,40246;0,39966;0,00000000;0,00000000;0,00000000;
05.01.2023;14:00:00,000;0,42913;0,40255;0,39948;0,00000000;0,00000000;0,00000000;
05.01.2023;14:30:00,000;0,42968;0,40201;0,40016;0,00000000;0,00000000;0,00000000;
05.01.2023;15:00:00,000;0,42883;0,40195;0,39929;0,00000000;0,00000000;0,00000000;
05.01.2023;15:30:00,000;0,42866;0,40237;0,39937;0,00000000;0,00000000;0,00000000;
05.01.2023;16:00:00,000;0,42879;0,40183;0,39905;0,00000000;0,00000000;0,00000000;
05.01.2023;16:30:00,000;0,42883;0,40255;0,39954;0,00000000;0,00000000;0,00000000;
05.01.2023;17:00:00,000;0,42907;0,40208;0,39942;0,00000000;0,00000000;0,00000000;
05.01.2023;17:30:00,000;0,42853;0,40183;0,39929;0,00000000;0,00000000;0,00000000;
05.01.2023;18:00:00,000;0,42811;0,40165;0,39875;0,00000000;0,00000000;0,00000000;
05.01.2023;18:30:00,000;0,42823;0,40179;0,40267;0,00000000;0,00000000;0,00000000;
05.01.2023;19:00:00,000;0,43031;0,40247;0,40074;0,00000000;0,00000000;0,00000000;
05.01.2023;19:30:00,000;0,42937;0,40230;0,39975;0,00000000;0,00000000;0,00000000;
05.01.2023;20:00:00,000;0,42874;0,40171;0,39878;0,00000000;0,00000000;0,00000000;
05.01.2023;20:30:00,000;0,42769;0,40097;0,40002;0,00000000;0,00000000;0,00000000;
05.01.2023;21:00:00,000;0,42942;0,40067;0,40014;0,00000000;0,00000000;0,00000000;
05.01.2023;21:30:00,000;0,42823;0,40231;0,39980;0,00000000;0,00000000;0,00000000;
05.01.2023;22:00:00,000;0,42921;0,40171;0,39966;0,00000000;0,00000000;0,00000000;
05.01.2023;22:30:00,000;0,43020;0,40224;0,40007;0,00000000;0,00000000;0,00000000;
05.01.2023;23:00:00,000;0,42942;0,40219;0,39929;0,00000000;0,00000000;0,00000000;
05.01.2023;23:30:00,000;0,42823;0,40125;0,39703;0,00000000;0,00000000;0,00000000;
06.01.2023;00:00:00,000;0,42988;0,40317;0,40053;0,00000000;0,00000000;0,00000000;
06.01.2023;00:30:00,000;0,42782;0,40134;0,39929;0,00000000;0,00000000;0,00000000;
06.01.2023;01:00:00,000;0,52773;0,49283;0,49476;0,00000000;0,00000000;0,00000000;
06.01.2023;01:30:00,000;0,48154;0,45657;0,45493;0,00000000;0,00000000;0,00000000;
06.01.2023;02:00:00,000;0,45003;0,42288;0,42039;0,00000000;0,00000000;0,00000000;
06.01.2023;02:30:00,000;0,48541;0,46382;0,46397;0,00000000;0,00000000;0,00000000;
06.01.2023;03:00:00,000;0,69660;0,68048;0,72789;0,00000000;0,00000000;0,00000000;
06.01.2023;03:30:00,000;1,8058;1,7910;1,7822;0,00000000;0,00000000;0,00000000;
06.01.2023;04:00:00,000;2,0153;1,9861;1,9823;0,00000000;0,00000000;0,00000000;
06.01.2023;04:30:00,000;2,2307;2,1896;2,1958;0,00000000;0,00000000;0,00000000;
06.01.2023;05:00:00,000;2,5133;2,4836;2,4892;0,00000000;0,00000000;0,00000000;
06.01.2023;05:30:00,000;2,8115;2,7806;2,7762;0,00000000;0,00000000;0,00000000;
06.01.2023;06:00:00,000;2,8660;2,8389;2,8386;0,00000000;0,00000000;0,00000000;
06.01.2023;06:30:00,000;2,8976;2,8722;2,8652;0,00000000;0,00000000;0,00000000;
06.01.2023;07:00:00,000;3,2999;3,2740;3,2647;0,00000000;0,00000000;0,00000000;
06.01.2023;07:30:00,000;3,6098;3,5814;3,5747;0,00000000;0,00000000;0,00000000;
06.01.2023;08:00:00,000;3,4923;3,4532;3,4599;0,00000000;0,00000000;0,00000000;
06.01.2023;08:30:00,000;3,0000;2,9712;2,9682;0,00000000;0,00000000;0,00000000;
06.01.2023;09:00:00,000;2,4771;2,4570;2,4536;0,00000000;0,00000000;0,00000000;
06.01.2023;09:30:00,000;1,9599;1,9248;1,9262;0,00000000;0,00000000;0,00000000;
06.01.2023;10:00:00,000;1,9292;1,9023;1,8982;0,00000000;0,00000000;0,00000000;
06.01.2023;10:30:00,000;1,9469;1,9194;1,9148;0,00000000;0,00000000;0,00000000;
06.01.2023;11:00:00,000;1,9354;1,9080;1,9039;0,00000000;0,00000000;0,00000000;
06.01.2023;11:30:00,000;1,9410;1,9129;1,9071;0,00000000;0,00000000;0,00000000;
06.01.2023;12:00:00,000;1,8795;1,8476;1,8456;0,00000000;0,00000000;0,00000000;
06.01.2023;12:30:00,000;1,8074;1,7791;1,7731;0,00000000;0,00000000;0,00000000;
06.01.2023;13:00:00,000;1,7273;1,6987;1,6938;0,00000000;0,00000000;0,00000000;
06.01.2023;13:30:00,000;1,6712;1,6421;1,6365;0,00000000;0,00000000;0,00000000;
06.01.2023;14:00:00,000;1,5791;1,5502;1,5374;0,00000000;0,00000000;0,00000000;
06.01.2023;14:30:00,000;1,4320;1,4044;1,3987;0,00000000;0,00000000;0,00000000;
06.01.2023;15:00:00,000;1,4452;1,4176;1,4115;0,00000000;0,00000000;0,00000000;
06.01.2023;15:30:00,000;1,4428;1,4152;1,4111;0,00000000;0,00000000;0,00000000;
06.01.2023;16:00:00,000;1,4411;1,4128;1,4084;0,00000000;0,00000000;0,00000000;
06.01.2023;16:30:00,000;1,4368;1,4100;1,4045;0,00000000;0,00000000;0,00000000;
