Timestamp;Value;Quality;Tagname;TagId;Description;Engineering Unit;Project Status;Range Low;Range High;
2025.10.28 00:00:00.000 GMT+00:00;79.00462;195;10MYA01DP010§§XQ02;28311809;HP PRES SETP DYD;bar;1;0.0;160.0;
2025.10.28 00:00:00.000 GMT+00:00;79.00462;195;10MYA01DP010§§XQ51;28311734;ВД УСТ ДАВ $ HP PRES SETP;bar;1;0.0;160.0;
2025.10.28 00:00:00.000 GMT+00:00;79.00462;195;10MYA01DP010§§XQ52;28311733;ВД УСТ ДАВ $ HP PRES SETP;;1;0.0;160.0;
2025.10.28 00:00:00.000 GMT+00:00;18.114151;195;10MYA01DP020§§XQ01;28311663;СД УСТ ДАВ $ IP PRES SETP;bar;1;0.0;60.0;
2025.10.28 00:00:00.000 GMT+00:00;18.114151;195;10MYA01DP020§§XQ02;28311662;IP PRES SETP DYD;bar;1;0.0;60.0;
2025.10.28 00:00:00.000 GMT+00:00;18.114151;195;10MYA01DP020§§XQ51;28311594;IP PRES SETP EXL;bar;1;0.0;60.0;
2025.10.28 00:00:00.000 GMT+00:00;18.114151;195;10MYA01DP020§§XQ52;28311595;СД УСТ ДАВ $ IP PRES SETP;;1;0.0;60.0;
2025.10.28 00:00:00.000 GMT+00:00;3.593388;195;10MYA01DP030§§XQ01;28311737;НД УСТ ДАВ $ LP PRES SETP;bar;1;0.0;10.0;
2025.10.28 00:00:00.000 GMT+00:00;3.593388;195;10MYA01DP030§§XQ02;28311735;LP PRES SETP DYD;bar;1;0.0;10.0;
2025.10.28 00:00:00.000 GMT+00:00;3.593388;195;10MYA01DP030§§XQ51;28311675;LP PRES SETP EXL;;1;0.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;3.593388;195;10MYA01DP030§§XQ52;28311634;НД УСТ ДАВ $ LP PRES SETP;;1;0.0;10.0;
2025.10.28 00:00:00.000 GMT+00:00;103.0;195;10MYA01DP050§§XQ01;28311597;HP PRES CTRL O/P;%;1;0.0;110.0;
2025.10.28 00:00:00.000 GMT+00:00;79.00462;195;10MYA01DP050§§XQ02;28311598;HP PRES CTRL O/P;bar;1;0.0;160.0;
2025.10.28 00:00:00.000 GMT+00:00;3.8907242;195;10MYA01DP050§§XQ20;28311623;HP PRES CTRL DEV;bar;1;-10.0;10.0;
2025.10.28 00:00:00.000 GMT+00:00;110.00001;195;10MYA01DP060§§XQ01;28311730;IP PRES CTRL O/P;%;1;0.0;110.0;
2025.10.28 00:00:00.000 GMT+00:00;1.5134888;195;10MYA01DP060§§XQ20;28311726;IP PRES CTRL DEV;bar;1;-10.0;10.0;
2025.10.28 00:00:00.000 GMT+00:00;15.67832;195;10MYA01DP070§§XQ01;28311736;LP PRES CTRL O/P;%;1;0.0;110.0;
2025.10.28 00:00:00.000 GMT+00:00;110.00001;227;10MYA01DP080§§XQ01;28311743;HP BLAD PRES CTRL O/P;%;1;0.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;216.34723;195;10MYA01DP080§§XQ51;28311824;HP BLAD PRES CTRL DEV;;1;0.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;0.0;195;10MYA01DP090§§XQ01;28311711;HP PROP PRES CTRL O/P;%;1;0.0;100.0;
2025.10.28 00:00:00.000 GMT+00:00;-1.0348955;195;10MYA01DP090§§XQ51;28311628;HP PROP PRES CTRL DEV;;1;0.0;100.0;
